ID bloco;Xi;Yi;Xf;Yf;Tipo;Layer;Lenght;ID fiada;ID par;Check;XiDelta;YiDelta;;
B39000227;67.1489;15.01;67.5389;15.2;POLYLINE;B39;39;F010014;P0002;;200;0;;
B39000228;67.9489;15.01;68.3389;15.2;POLYLINE;B39;39;F010014;P0002;;280;0;;
B39000229;67.5489;15.01;67.9389;15.2;POLYLINE;B39;39;F010014;P0002;;240;0;;
B39000230;68.3489;15.01;68.7389;15.2;POLYLINE;B39;39;F010014;P0002;;320;0;;
B39000231;69.1489;15.01;69.5389;15.2;POLYLINE;B39;39;F010014;P0002;;400;0;;
B39000232;68.7489;15.01;69.1389;15.2;POLYLINE;B39;39;F010014;P0002;;360;0;;
B39000233;69.5489;15.01;69.9389;15.2;POLYLINE;B39;39;F010014;P0002;;440;0;;
B39000234;70.3489;15.01;70.7389;15.2;POLYLINE;B39;39;F010014;P0002;;520;0;;
B39000235;69.9489;15.01;70.3389;15.2;POLYLINE;B39;39;F010014;P0002;;480;0;;
B39000236;70.7489;15.01;71.1389;15.2;POLYLINE;B39;39;F010014;P0002;;560;0;;
B39000237;64.3489;17.41;64.7389;17.6;POLYLINE;B39C;39;F130006;P0003;;555;240;;
B39000238;64.7489;17.41;65.1389;17.6;POLYLINE;B39C;39;F130006;P0003;;595;240;;
B39000239;63.9489;17.41;64.3389;17.6;POLYLINE;B39C;39;F130006;P0003;;515;240;;
B39000240;63.1489;17.41;63.5389;17.6;POLYLINE;B39C;39;F130006;P0003;;435;240;;
B39000241;63.5489;17.41;63.9389;17.6;POLYLINE;B39C;39;F130006;P0003;;475;240;;
B39000242;62.7489;17.41;63.1389;17.6;POLYLINE;B39C;39;F130006;P0003;;395;240;;
B39000243;61.9489;17.41;62.3389;17.6;POLYLINE;B39C;39;F130006;P0003;;315;240;;
B39000244;62.3489;17.41;62.7389;17.6;POLYLINE;B39C;39;F130006;P0003;;355;240;;
B39000245;61.5489;17.41;61.9389;17.6;POLYLINE;B39C;39;F130006;P0003;;275;240;;
B39000246;60.7489;17.41;61.1389;17.6;POLYLINE;B39C;39;F130006;P0003;;195;240;;
B39000247;61.1489;17.41;61.5389;17.6;POLYLINE;B39C;39;F130006;P0003;;235;240;;
B39000248;60.3489;17.41;60.7389;17.6;POLYLINE;B39C;39;F130006;P0003;;155;240;;
B39000249;59.5489;17.41;59.9389;17.6;POLYLINE;B39C;39;F130006;P0003;;75;240;;
B39000250;59.9489;17.41;60.3389;17.6;POLYLINE;B39C;39;F130006;P0003;;115;240;;
B39000251;59.1489;17.41;59.5389;17.6;POLYLINE;B39C;39;F130006;P0003;;35;240;;
B19000016;64.9489;17.21;65.1389;17.4;POLYLINE;B19C;19;F120006;P0003;;615;220;;
B39000252;64.1489;17.21;64.5389;17.4;POLYLINE;B39C;39;F120006;P0003;;535;220;;
B39000253;64.5489;17.21;64.9389;17.4;POLYLINE;B39C;39;F120006;P0003;;575;220;;
B39000254;63.7489;17.21;64.1389;17.4;POLYLINE;B39C;39;F120006;P0003;;495;220;;
B39000255;62.9489;17.21;63.3389;17.4;POLYLINE;B39C;39;F120006;P0003;;415;220;;
B39000256;63.3489;17.21;63.7389;17.4;POLYLINE;B39C;39;F120006;P0003;;455;220;;
B39000257;62.5489;17.21;62.9389;17.4;POLYLINE;B39C;39;F120006;P0003;;375;220;;
B39000258;61.7489;17.21;62.1389;17.4;POLYLINE;B39;39;F120006;P0003;;295;220;;
B39000259;62.1489;17.21;62.5389;17.4;POLYLINE;B39C;39;F120006;P0003;;335;220;;
B39000260;61.3489;17.21;61.7389;17.4;POLYLINE;B39;39;F120006;P0003;;255;220;;
B39000261;60.5489;17.21;60.9389;17.4;POLYLINE;B39;39;F120006;P0003;;175;220;;
B39000262;60.9489;17.21;61.3389;17.4;POLYLINE;B39;39;F120006;P0003;;215;220;;
B39000263;60.1489;17.21;60.5389;17.4;POLYLINE;B39;39;F120006;P0003;;135;220;;
B39000264;59.3489;17.21;59.7389;17.4;POLYLINE;B39;39;F120006;P0003;;55;220;;
B39000265;59.7489;17.21;60.1389;17.4;POLYLINE;B39;39;F120006;P0003;;95;220;;
B39000266;58.9489;17.21;59.3389;17.4;POLYLINE;B39;39;F120006;P0003;;15;220;;
B14000021;58.7989;17.21;58.9389;17.4;POLYLINE;BP;14;F120006;P0003;;0;220;;
B39000267;64.7489;17.01;65.1389;17.2;POLYLINE;B39;39;F110014;P0003;;595;200;;
B39000268;61.9489;17.01;62.3389;17.2;POLYLINE;B39;39;F110015;P0003;;315;200;;
B39000269;62.3489;17.01;62.7389;17.2;POLYLINE;B39;39;F110015;P0003;;355;200;;
B39000270;61.5489;17.01;61.9389;17.2;POLYLINE;B39;39;F110015;P0003;;275;200;;
B39000271;60.7489;17.01;61.1389;17.2;POLYLINE;B39;39;F110015;P0003;;195;200;;
B39000272;61.1489;17.01;61.5389;17.2;POLYLINE;B39;39;F110015;P0003;;235;200;;
B39000273;60.3489;17.01;60.7389;17.2;POLYLINE;B39;39;F110015;P0003;;155;200;;
B39000274;59.5489;17.01;59.9389;17.2;POLYLINE;B39;39;F110015;P0003;;75;200;;
B39000275;59.9489;17.01;60.3389;17.2;POLYLINE;B39;39;F110015;P0003;;115;200;;
B39000276;59.1489;17.01;59.5389;17.2;POLYLINE;B39;39;F110015;P0003;;35;200;;
B34000003;58.7989;17.01;59.1389;17.2;POLYLINE;B34;34;F110015;P0003;;0;200;;
B34000004;58.7989;17.01;59.1389;17.2;POLYLINE;B34;34;F110015;P0003;;0;200;;
B39000277;61.7489;16.81;62.1389;17;POLYLINE;B39;39;F100015;P0003;;295;180;;
B39000278;62.1489;16.81;62.5389;17;POLYLINE;B39;39;F100015;P0003;;335;180;;
B39000279;61.3489;16.81;61.7389;17;POLYLINE;B39;39;F100015;P0003;;255;180;;
B39000280;60.5489;16.81;60.9389;17;POLYLINE;B39;39;F100015;P0003;;175;180;;
B39000281;60.9489;16.81;61.3389;17;POLYLINE;B39;39;F100015;P0003;;215;180;;
B39000282;60.1489;16.81;60.5389;17;POLYLINE;B39;39;F100015;P0003;;135;180;;
B39000283;59.3489;16.81;59.7389;17;POLYLINE;B39;39;F100015;P0003;;55;180;;
B39000284;59.7489;16.81;60.1389;17;POLYLINE;B39;39;F100015;P0003;;95;180;;
B39000285;58.9489;16.81;59.3389;17;POLYLINE;B39;39;F100015;P0003;;15;180;;
B14000022;58.7989;16.81;58.9389;17;POLYLINE;BP;14;F100015;P0003;;0;180;;
B39000286;64.7489;16.61;65.1389;16.8;POLYLINE;B39;39;F090014;P0003;;595;160;;
B39000287;61.9489;16.61;62.3389;16.8;POLYLINE;B39;39;F090015;P0003;;315;160;;
B39000288;62.3489;16.61;62.7389;16.8;POLYLINE;B39;39;F090015;P0003;;355;160;;
B39000289;61.5489;16.61;61.9389;16.8;POLYLINE;B39;39;F090015;P0003;;275;160;;
B39000290;60.7489;16.61;61.1389;16.8;POLYLINE;B39;39;F090015;P0003;;195;160;;
B39000291;61.1489;16.61;61.5389;16.8;POLYLINE;B39;39;F090015;P0003;;235;160;;
B39000292;60.3489;16.61;60.7389;16.8;POLYLINE;B39;39;F090015;P0003;;155;160;;
B39000293;59.5489;16.61;59.9389;16.8;POLYLINE;B39;39;F090015;P0003;;75;160;;
B39000294;59.9489;16.61;60.3389;16.8;POLYLINE;B39;39;F090015;P0003;;115;160;;
B39000295;59.1489;16.61;59.5389;16.8;POLYLINE;B39;39;F090015;P0003;;35;160;;
B34000005;58.7989;16.61;59.1389;16.8;POLYLINE;B34;34;F090015;P0003;;0;160;;
B34000006;58.7989;16.61;59.1389;16.8;POLYLINE;B34;34;F090015;P0003;;0;160;;
B39000296;61.7489;16.41;62.1389;16.6;POLYLINE;B39;39;F080015;P0003;;295;140;;
B39000297;62.1489;16.41;62.5389;16.6;POLYLINE;B39;39;F080015;P0003;;335;140;;
B39000298;61.3489;16.41;61.7389;16.6;POLYLINE;B39;39;F080015;P0003;;255;140;;
B39000299;60.5489;16.41;60.9389;16.6;POLYLINE;B39;39;F080015;P0003;;175;140;;
B39000300;60.9489;16.41;61.3389;16.6;POLYLINE;B39;39;F080015;P0003;;215;140;;
B39000301;60.1489;16.41;60.5389;16.6;POLYLINE;B39;39;F080015;P0003;;135;140;;
B39000302;59.3489;16.41;59.7389;16.6;POLYLINE;B39;39;F080015;P0003;;55;140;;
B39000303;59.7489;16.41;60.1389;16.6;POLYLINE;B39;39;F080015;P0003;;95;140;;
B39000304;58.9489;16.41;59.3389;16.6;POLYLINE;B39;39;F080015;P0003;;15;140;;
B14000023;58.7989;16.41;58.9389;16.6;POLYLINE;BP;14;F080015;P0003;;0;140;;
B39000305;64.7489;16.21;65.1389;16.4;POLYLINE;B39;39;F070013;P0003;;595;120;;
B39000306;61.9489;16.21;62.3389;16.4;POLYLINE;B39;39;F070014;P0003;;315;120;;
B39000307;62.3489;16.21;62.7389;16.4;POLYLINE;B39;39;F070014;P0003;;355;120;;
B39000308;61.5489;16.21;61.9389;16.4;POLYLINE;B39;39;F070014;P0003;;275;120;;
B39000309;60.7489;16.21;61.1389;16.4;POLYLINE;B39;39;F070014;P0003;;195;120;;
B39000310;61.1489;16.21;61.5389;16.4;POLYLINE;B39;39;F070014;P0003;;235;120;;
B39000311;60.3489;16.21;60.7389;16.4;POLYLINE;B39;39;F070014;P0003;;155;120;;
B39000312;59.5489;16.21;59.9389;16.4;POLYLINE;B39;39;F070014;P0003;;75;120;;
B39000313;59.9489;16.21;60.3389;16.4;POLYLINE;B39;39;F070014;P0003;;115;120;;
B39000314;59.1489;16.21;59.5389;16.4;POLYLINE;B39;39;F070014;P0003;;35;120;;
B34000007;58.7989;16.21;59.1389;16.4;POLYLINE;B34;34;F070014;P0003;;0;120;;
B34000008;58.7989;16.21;59.1389;16.4;POLYLINE;B34;34;F070014;P0003;;0;120;;
B39000315;61.7489;16.01;62.1389;16.2;POLYLINE;B39;39;F060014;P0003;;295;100;;
B39000316;62.1489;16.01;62.5389;16.2;POLYLINE;B39;39;F060014;P0003;;335;100;;
B39000317;61.3489;16.01;61.7389;16.2;POLYLINE;B39;39;F060014;P0003;;255;100;;
B39000318;60.5489;16.01;60.9389;16.2;POLYLINE;B39;39;F060014;P0003;;175;100;;
B39000319;60.9489;16.01;61.3389;16.2;POLYLINE;B39;39;F060014;P0003;;215;100;;
B39000320;60.1489;16.01;60.5389;16.2;POLYLINE;B39;39;F060014;P0003;;135;100;;
B39000321;59.3489;16.01;59.7389;16.2;POLYLINE;B39;39;F060014;P0003;;55;100;;
B39000322;59.7489;16.01;60.1389;16.2;POLYLINE;B39;39;F060014;P0003;;95;100;;
B39000323;58.9489;16.01;59.3389;16.2;POLYLINE;B39;39;F060014;P0003;;15;100;;
B14000024;58.7989;16.01;58.9389;16.2;POLYLINE;BP;14;F060014;P0003;;0;100;;
B39000324;64.3489;15.81;64.7389;16;POLYLINE;B39C;39;F050012;P0003;;555;80;;
B39000325;64.7489;15.81;65.1389;16;POLYLINE;B39C;39;F050012;P0003;;595;80;;
B39000326;63.9489;15.81;64.3389;16;POLYLINE;B39C;39;F050012;P0003;;515;80;;
B39000327;63.1489;15.81;63.5389;16;POLYLINE;B39C;39;F050012;P0003;;435;80;;
B39000328;63.5489;15.81;63.9389;16;POLYLINE;B39C;39;F050012;P0003;;475;80;;
B39000329;62.7489;15.81;63.1389;16;POLYLINE;B39C;39;F050012;P0003;;395;80;;
B39000330;61.9489;15.81;62.3389;16;POLYLINE;B39;39;F050012;P0003;;315;80;;
B39000331;62.3489;15.81;62.7389;16;POLYLINE;B39C;39;F050012;P0003;;355;80;;
B39000332;61.5489;15.81;61.9389;16;POLYLINE;B39;39;F050012;P0003;;275;80;;
B39000333;60.7489;15.81;61.1389;16;POLYLINE;B39;39;F050012;P0003;;195;80;;
B39000334;61.1489;15.81;61.5389;16;POLYLINE;B39;39;F050012;P0003;;235;80;;
B39000335;60.3489;15.81;60.7389;16;POLYLINE;B39;39;F050012;P0003;;155;80;;
B39000336;59.5489;15.81;59.9389;16;POLYLINE;B39;39;F050012;P0003;;75;80;;
B39000337;59.9489;15.81;60.3389;16;POLYLINE;B39;39;F050012;P0003;;115;80;;
B39000338;59.1489;15.81;59.5389;16;POLYLINE;B39;39;F050012;P0003;;35;80;;
B34000009;58.7989;15.81;59.1389;16;POLYLINE;B34;34;F050012;P0003;;0;80;;
B34000010;58.7989;15.81;59.1389;16;POLYLINE;B34;34;F050012;P0003;;0;80;;
B19000017;64.9489;15.61;65.1389;15.8;POLYLINE;B19;19;F040012;P0003;;615;60;;
B39000339;64.1489;15.61;64.5389;15.8;POLYLINE;B39;39;F040012;P0003;;535;60;;
B39000340;64.5489;15.61;64.9389;15.8;POLYLINE;B39;39;F040012;P0003;;575;60;;
B39000341;63.7489;15.61;64.1389;15.8;POLYLINE;B39;39;F040012;P0003;;495;60;;
B39000342;62.9489;15.61;63.3389;15.8;POLYLINE;B39;39;F040012;P0003;;415;60;;
B39000343;63.3489;15.61;63.7389;15.8;POLYLINE;B39;39;F040012;P0003;;455;60;;
B39000344;62.5489;15.61;62.9389;15.8;POLYLINE;B39;39;F040012;P0003;;375;60;;
B39000345;61.7489;15.61;62.1389;15.8;POLYLINE;B39;39;F040012;P0003;;295;60;;
B39000346;62.1489;15.61;62.5389;15.8;POLYLINE;B39;39;F040012;P0003;;335;60;;
B39000347;61.3489;15.61;61.7389;15.8;POLYLINE;B39;39;F040012;P0003;;255;60;;
B39000348;60.5489;15.61;60.9389;15.8;POLYLINE;B39;39;F040012;P0003;;175;60;;
B39000349;60.9489;15.61;61.3389;15.8;POLYLINE;B39;39;F040012;P0003;;215;60;;
B39000350;60.1489;15.61;60.5389;15.8;POLYLINE;B39;39;F040012;P0003;;135;60;;
B39000351;59.3489;15.61;59.7389;15.8;POLYLINE;B39;39;F040012;P0003;;55;60;;
B39000352;59.7489;15.61;60.1389;15.8;POLYLINE;B39;39;F040012;P0003;;95;60;;
B39000353;58.9489;15.61;59.3389;15.8;POLYLINE;B39;39;F040012;P0003;;15;60;;
B14000025;58.7989;15.61;58.9389;15.8;POLYLINE;BP;14;F040012;P0003;;0;60;;
B39000354;64.3489;15.41;64.7389;15.6;POLYLINE;B39C;39;F030012;P0003;;555;40;;
B39000355;64.7489;15.41;65.1389;15.6;POLYLINE;B39C;39;F030012;P0003;;595;40;;
B39000356;63.9489;15.41;64.3389;15.6;POLYLINE;B39C;39;F030012;P0003;;515;40;;
B39000357;63.1489;15.41;63.5389;15.6;POLYLINE;B39;39;F030012;P0003;;435;40;;
B39000358;63.5489;15.41;63.9389;15.6;POLYLINE;B39;39;F030012;P0003;;475;40;;
B39000359;62.7489;15.41;63.1389;15.6;POLYLINE;B39;39;F030012;P0003;;395;40;;
B39000360;61.9489;15.41;62.3389;15.6;POLYLINE;B39;39;F030012;P0003;;315;40;;
B39000361;62.3489;15.41;62.7389;15.6;POLYLINE;B39;39;F030012;P0003;;355;40;;
B39000362;61.5489;15.41;61.9389;15.6;POLYLINE;B39;39;F030012;P0003;;275;40;;
B39000363;60.7489;15.41;61.1389;15.6;POLYLINE;B39;39;F030012;P0003;;195;40;;
B39000364;61.1489;15.41;61.5389;15.6;POLYLINE;B39;39;F030012;P0003;;235;40;;
B39000365;60.3489;15.41;60.7389;15.6;POLYLINE;B39;39;F030012;P0003;;155;40;;
B39000366;59.5489;15.41;59.9389;15.6;POLYLINE;B39;39;F030012;P0003;;75;40;;
B39000367;59.9489;15.41;60.3389;15.6;POLYLINE;B39;39;F030012;P0003;;115;40;;
B39000368;59.1489;15.41;59.5389;15.6;POLYLINE;B39;39;F030012;P0003;;35;40;;
B34000011;58.7989;15.41;59.1389;15.6;POLYLINE;B34;34;F030012;P0003;;0;40;;
B34000012;58.7989;15.41;59.1389;15.6;POLYLINE;B34;34;F030012;P0003;;0;40;;
B39000369;64.1489;15.21;64.5389;15.4;POLYLINE;B39;39;F020014;P0003;;535;20;;
B39000370;63.7489;15.21;64.1389;15.4;POLYLINE;B39;39;F020014;P0003;;495;20;;
B39000371;62.9489;15.21;63.3389;15.4;POLYLINE;B39;39;F020014;P0003;;415;20;;
B39000372;63.3489;15.21;63.7389;15.4;POLYLINE;B39;39;F020014;P0003;;455;20;;
B39000373;62.5489;15.21;62.9389;15.4;POLYLINE;B39;39;F020014;P0003;;375;20;;
B39000374;61.7489;15.21;62.1389;15.4;POLYLINE;B39;39;F020014;P0003;;295;20;;
B39000375;62.1489;15.21;62.5389;15.4;POLYLINE;B39;39;F020014;P0003;;335;20;;
B39000376;61.3489;15.21;61.7389;15.4;POLYLINE;B39;39;F020014;P0003;;255;20;;
B39000377;60.5489;15.21;60.9389;15.4;POLYLINE;B39;39;F020014;P0003;;175;20;;
B39000378;60.9489;15.21;61.3389;15.4;POLYLINE;B39;39;F020014;P0003;;215;20;;
B39000379;60.1489;15.21;60.5389;15.4;POLYLINE;B39;39;F020014;P0003;;135;20;;
B39000380;59.3489;15.21;59.7389;15.4;POLYLINE;B39;39;F020014;P0003;;55;20;;
B39000381;59.7489;15.21;60.1389;15.4;POLYLINE;B39;39;F020014;P0003;;95;20;;
B39000382;58.9489;15.21;59.3389;15.4;POLYLINE;B39;39;F020014;P0003;;15;20;;
B14000026;58.7989;15.21;58.9389;15.4;POLYLINE;BP;14;F020014;P0003;;0;20;;
B39000383;64.3489;15.01;64.7389;15.2;POLYLINE;B39C;39;F010012;P0003;;555;0;;
B39000384;64.7489;15.01;65.1389;15.2;POLYLINE;B39C;39;F010012;P0003;;595;0;;
B39000385;63.9489;15.01;64.3389;15.2;POLYLINE;B39C;39;F010012;P0003;;515;0;;
B39000386;63.1489;15.01;63.5389;15.2;POLYLINE;B39;39;F010012;P0003;;435;0;;
B39000387;63.5489;15.01;63.9389;15.2;POLYLINE;B39;39;F010012;P0003;;475;0;;
B39000388;62.7489;15.01;63.1389;15.2;POLYLINE;B39;39;F010012;P0003;;395;0;;
B39000389;61.9489;15.01;62.3389;15.2;POLYLINE;B39;39;F010012;P0003;;315;0;;
B39000390;62.3489;15.01;62.7389;15.2;POLYLINE;B39;39;F010012;P0003;;355;0;;
B39000391;61.5489;15.01;61.9389;15.2;POLYLINE;B39;39;F010012;P0003;;275;0;;
B39000392;60.7489;15.01;61.1389;15.2;POLYLINE;B39;39;F010012;P0003;;195;0;;
B39000393;61.1489;15.01;61.5389;15.2;POLYLINE;B39;39;F010012;P0003;;235;0;;
B39000394;60.3489;15.01;60.7389;15.2;POLYLINE;B39;39;F010012;P0003;;155;0;;
B39000395;59.5489;15.01;59.9389;15.2;POLYLINE;B39;39;F010012;P0003;;75;0;;
B39000396;59.9489;15.01;60.3389;15.2;POLYLINE;B39;39;F010012;P0003;;115;0;;
B39000397;59.1489;15.01;59.5389;15.2;POLYLINE;B39;39;F010012;P0003;;35;0;;
B34000013;58.7989;15.01;59.1389;15.2;POLYLINE;B34;34;F010012;P0003;;0;0;;
B34000014;58.7989;15.01;59.1389;15.2;POLYLINE;B34;34;F010012;P0003;;0;0;;
B04000014;5.8953;16.01;5.9353;16.2;POLYLINE;B04;4;F060011;P0005;;15;100;;
B19000018;5.9453;16.01;6.1353;16.2;POLYLINE;B19;19;F060011;P0005;;20;100;;
B04000015;5.8953;15.61;5.9353;15.8;POLYLINE;B04;4;F040010;P0005;;15;60;;
B19000019;5.9453;15.61;6.1353;15.8;POLYLINE;B19;19;F040010;P0005;;20;60;;
B04000016;5.8953;15.21;5.9353;15.4;POLYLINE;B04;4;F020011;P0005;;15;20;;
B19000020;5.9453;15.21;6.1353;15.4;POLYLINE;B19;19;F020011;P0005;;20;20;;
B39000398;8.5453;16.01;8.9353;16.2;POLYLINE;B39;39;F060011;P0005;;280;100;;
B39000399;8.1453;16.01;8.5353;16.2;POLYLINE;B39;39;F060011;P0005;;240;100;;
B39000400;7.7453;16.01;8.1353;16.2;POLYLINE;B39;39;F060011;P0005;;200;100;;
B39000401;7.3453;16.01;7.7353;16.2;POLYLINE;B39;39;F060011;P0005;;160;100;;
B39000402;6.9453;16.01;7.3353;16.2;POLYLINE;B39;39;F060011;P0005;;120;100;;
B39000403;6.5453;16.01;6.9353;16.2;POLYLINE;B39;39;F060011;P0005;;80;100;;
B39000404;6.1453;16.01;6.5353;16.2;POLYLINE;B39;39;F060011;P0005;;40;100;;
B39000405;8.3452;15.81;8.7352;16;POLYLINE;B39;39;F050010;P0005;;260;80;;
B39000406;7.9452;15.81;8.3352;16;POLYLINE;B39;39;F050010;P0005;;220;80;;
B39000407;7.5452;15.81;7.9352;16;POLYLINE;B39;39;F050010;P0005;;180;80;;
B39000408;7.1452;15.81;7.5352;16;POLYLINE;B39;39;F050010;P0005;;140;80;;
B39000409;6.7452;15.81;7.1352;16;POLYLINE;B39;39;F050010;P0005;;100;80;;
B39000410;6.3452;15.81;6.7352;16;POLYLINE;B39;39;F050010;P0005;;60;80;;
B39000411;5.9452;15.81;6.3352;16;POLYLINE;B39;39;F050010;P0005;;20;80;;
B04000017;8.7452;15.81;8.7852;16;POLYLINE;B04;4;F050010;P0005;;300;80;;
B04000018;5.8952;15.81;5.9352;16;POLYLINE;B04;4;F050010;P0005;;15;80;;
B14000027;8.7953;15.81;8.9353;16;POLYLINE;BP;14;F050010;P0005;;305;80;;
B39000412;8.5453;15.61;8.9353;15.8;POLYLINE;B39;39;F040010;P0005;;280;60;;
B39000413;8.1453;15.61;8.5353;15.8;POLYLINE;B39;39;F040010;P0005;;240;60;;
B39000414;7.7453;15.61;8.1353;15.8;POLYLINE;B39;39;F040010;P0005;;200;60;;
B39000415;7.3453;15.61;7.7353;15.8;POLYLINE;B39;39;F040010;P0005;;160;60;;
B39000416;6.9453;15.61;7.3353;15.8;POLYLINE;B39;39;F040010;P0005;;120;60;;
B39000417;6.5453;15.61;6.9353;15.8;POLYLINE;B39;39;F040010;P0005;;80;60;;
B39000418;6.1453;15.61;6.5353;15.8;POLYLINE;B39;39;F040010;P0005;;40;60;;
B39000419;8.3452;15.41;8.7352;15.6;POLYLINE;B39;39;F030010;P0005;;260;40;;
B39000420;7.9452;15.41;8.3352;15.6;POLYLINE;B39;39;F030010;P0005;;220;40;;
B39000421;7.5452;15.41;7.9352;15.6;POLYLINE;B39;39;F030010;P0005;;180;40;;
B39000422;7.1452;15.41;7.5352;15.6;POLYLINE;B39;39;F030010;P0005;;140;40;;
B39000423;6.7452;15.41;7.1352;15.6;POLYLINE;B39;39;F030010;P0005;;100;40;;
B39000424;6.3452;15.41;6.7352;15.6;POLYLINE;B39;39;F030010;P0005;;60;40;;
B39000425;5.9452;15.41;6.3352;15.6;POLYLINE;B39;39;F030010;P0005;;20;40;;
B04000019;8.7452;15.41;8.7852;15.6;POLYLINE;B04;4;F030010;P0005;;300;40;;
B04000020;5.8952;15.41;5.9352;15.6;POLYLINE;B04;4;F030010;P0005;;15;40;;
B14000028;8.7953;15.41;8.9353;15.6;POLYLINE;BP;14;F030010;P0005;;305;40;;
B39000426;8.5453;15.21;8.9353;15.4;POLYLINE;B39;39;F020011;P0005;;280;20;;
B39000427;8.1453;15.21;8.5353;15.4;POLYLINE;B39;39;F020011;P0005;;240;20;;
B39000428;7.7453;15.21;8.1353;15.4;POLYLINE;B39;39;F020011;P0005;;200;20;;
B39000429;7.3453;15.21;7.7353;15.4;POLYLINE;B39;39;F020011;P0005;;160;20;;
B39000430;6.9453;15.21;7.3353;15.4;POLYLINE;B39;39;F020011;P0005;;120;20;;
B39000431;6.5453;15.21;6.9353;15.4;POLYLINE;B39;39;F020011;P0005;;80;20;;
B39000432;6.1453;15.21;6.5353;15.4;POLYLINE;B39;39;F020011;P0005;;40;20;;
B39000433;8.3452;15.01;8.7352;15.2;POLYLINE;B39;39;F010010;P0005;;260;0;;
B39000434;7.9452;15.01;8.3352;15.2;POLYLINE;B39;39;F010010;P0005;;220;0;;
B39000435;7.5452;15.01;7.9352;15.2;POLYLINE;B39;39;F010010;P0005;;180;0;;
B39000436;7.1452;15.01;7.5352;15.2;POLYLINE;B39;39;F010010;P0005;;140;0;;
B39000437;6.7452;15.01;7.1352;15.2;POLYLINE;B39;39;F010010;P0005;;100;0;;
B39000438;6.3452;15.01;6.7352;15.2;POLYLINE;B39;39;F010010;P0005;;60;0;;
B39000439;5.9452;15.01;6.3352;15.2;POLYLINE;B39;39;F010010;P0005;;20;0;;
B04000021;8.7452;15.01;8.7852;15.2;POLYLINE;B04;4;F010010;P0005;;300;0;;
B04000022;5.8952;15.01;5.9352;15.2;POLYLINE;B04;4;F010010;P0005;;15;0;;
B14000029;8.7953;15.01;8.9353;15.2;POLYLINE;BP;14;F010010;P0005;;305;0;;
B29000001;52.9915;17.01;53.2815;17.2;POLYLINE;B29;29;F110012;P0006;;15;200;;
B29000002;52.9915;16.81;53.2815;17;POLYLINE;B29;29;F100012;P0006;;15;180;;
B29000003;52.9915;16.61;53.2815;16.8;POLYLINE;B29;29;F090012;P0006;;15;160;;
B29000004;52.9915;16.41;53.2815;16.6;POLYLINE;B29;29;F080012;P0006;;15;140;;
B29000005;52.9915;16.21;53.2815;16.4;POLYLINE;B29;29;F070011;P0006;;15;120;;
B29000006;52.9915;16.01;53.2815;16.2;POLYLINE;B29;29;F060010;P0006;;15;100;;
B29000007;52.9915;15.81;53.2815;16;POLYLINE;B29;29;F050009;P0006;;15;80;;
B29000008;52.9915;15.61;53.2815;15.8;POLYLINE;B29;29;F040009;P0006;;15;60;;
B29000009;52.9915;15.41;53.2815;15.6;POLYLINE;B29;29;F030009;P0006;;15;40;;
B29000010;52.9915;15.21;53.2815;15.4;POLYLINE;B29;29;F020010;P0006;;15;20;;
B29000011;52.9915;15.01;53.2815;15.2;POLYLINE;B29;29;F010009;P0006;;15;0;;
B29000012;54.4026;17.01;54.6926;17.2;POLYLINE;B29;29;F110011;P0006;;156;200;;
B29000013;54.4026;16.81;54.6926;17;POLYLINE;B29;29;F100011;P0006;;156;180;;
B29000014;54.4026;16.61;54.6926;16.8;POLYLINE;B29;29;F090011;P0006;;156;160;;
B29000015;54.4026;16.41;54.6926;16.6;POLYLINE;B29;29;F080011;P0006;;156;140;;
B29000016;54.4026;16.21;54.6926;16.4;POLYLINE;B29;29;F070010;P0006;;156;120;;
B29000017;54.4026;16.01;54.6926;16.2;POLYLINE;B29;29;F060009;P0006;;156;100;;
B29000018;54.4026;15.81;54.6926;16;POLYLINE;B29;29;F050008;P0006;;156;80;;
B29000019;54.4026;15.61;54.6926;15.8;POLYLINE;B29;29;F040008;P0006;;156;60;;
B29000020;54.4026;15.41;54.6926;15.6;POLYLINE;B29;29;F030008;P0006;;156;40;;
B29000021;54.4026;15.21;54.6926;15.4;POLYLINE;B29;29;F020009;P0006;;156;20;;
B29000022;54.4026;15.01;54.6926;15.2;POLYLINE;B29;29;F010008;P0006;;156;0;;
B39000440;46.0052;16.01;46.3952;16.2;POLYLINE;B39C;39;F060008;P0007;;120;100;;
B39000441;45.6052;16.01;45.9952;16.2;POLYLINE;B39C;39;F060008;P0007;;80;100;;
B39000442;45.2052;16.01;45.5952;16.2;POLYLINE;B39C;39;F060008;P0007;;40;100;;
B19000021;45.4052;15.21;45.5952;15.4;POLYLINE;B19;19;F020007;P0007;;60;20;;
B19000022;45.0052;17.01;45.1952;17.2;POLYLINE;B19;19;F110010;P0007;;20;200;;
B19000023;45.0052;16.61;45.1952;16.8;POLYLINE;B19;19;F090010;P0007;;20;160;;
B19000024;45.0052;16.21;45.1952;16.4;POLYLINE;B19;19;F070009;P0007;;20;120;;
B19000025;46.4052;17.01;46.5952;17.2;POLYLINE;B19;19;F110009;P0007;;160;200;;
B19000026;46.4052;16.61;46.5952;16.8;POLYLINE;B19;19;F090009;P0007;;160;160;;
