ID bloco;Xi;Yi;Xf;Yf;Tipo;Layer;Lenght;ID fiada;ID par;Check;XiDelta;YiDelta;;
B39000854;29.5752;15.81;29.9652;16;POLYLINE;B39C;39;F050014;P0002;;-3557;80;;
B39000855;28.7752;15.81;29.1652;16;POLYLINE;B39C;39;F050014;P0002;;-3637;80;;
B39000856;27.9752;15.81;28.3652;16;POLYLINE;B39C;39;F050014;P0002;;-3717;80;;
B39000857;28.3752;15.81;28.7652;16;POLYLINE;B39C;39;F050014;P0002;;-3677;80;;
B39000858;27.5752;15.81;27.9652;16;POLYLINE;B39C;39;F050014;P0002;;-3757;80;;
B39000859;27.1752;15.81;27.5652;16;POLYLINE;B39C;39;F050014;P0002;;-3797;80;;
B14000061;34.0252;15.81;34.1652;16;POLYLINE;BP;14;F050014;P0002;;-3112;80;;
B04000068;33.9752;15.81;34.0152;16;POLYLINE;B04;4;F050014;P0002;;-3117;80;;
B19000066;26.2252;16.01;26.4152;16.2;POLYLINE;B19C;19;F060004;P0009;;720;100;;
B39000860;25.8252;16.01;26.2152;16.2;POLYLINE;B39C;39;F060004;P0009;;680;100;;
B39000861;25.0252;16.41;25.4152;16.6;POLYLINE;B39;39;F080004;P0009;;600;140;;
B39000862;25.4252;16.01;25.8152;16.2;POLYLINE;B39C;39;F060004;P0009;;640;100;;
B39000863;24.6252;16.41;25.0152;16.6;POLYLINE;B39;39;F080004;P0009;;560;140;;
B39000864;23.8252;16.41;24.2152;16.6;POLYLINE;B39;39;F080004;P0009;;480;140;;
B39000865;24.2252;16.41;24.6152;16.6;POLYLINE;B39;39;F080004;P0009;;520;140;;
B39000866;23.4252;16.01;23.8152;16.2;POLYLINE;B39C;39;F060004;P0009;;440;100;;
B39000867;22.6252;16.01;23.0152;16.2;POLYLINE;B39;39;F060004;P0009;;360;100;;
B39000868;23.0252;16.01;23.4152;16.2;POLYLINE;B39;39;F060004;P0009;;400;100;;
B39000869;22.2252;16.01;22.6152;16.2;POLYLINE;B39;39;F060004;P0009;;320;100;;
B39000870;21.4252;16.01;21.8152;16.2;POLYLINE;B39;39;F060004;P0009;;240;100;;
B39000871;21.8252;16.01;22.2152;16.2;POLYLINE;B39;39;F060004;P0009;;280;100;;
B39000872;21.0252;16.01;21.4152;16.2;POLYLINE;B39;39;F060004;P0009;;200;100;;
B39000873;20.2252;16.01;20.6152;16.2;POLYLINE;B39;39;F060004;P0009;;120;100;;
B39000874;20.6252;16.01;21.0152;16.2;POLYLINE;B39;39;F060004;P0009;;160;100;;
B39000875;19.8252;16.01;20.2152;16.2;POLYLINE;B39;39;F060004;P0009;;80;100;;
B39000876;19.0252;16.01;19.4152;16.2;POLYLINE;B39;39;F060004;P0009;;0;100;;
B39000877;19.4252;16.01;19.8152;16.2;POLYLINE;B39;39;F060004;P0009;;40;100;;
B39000878;26.0252;15.81;26.4152;16;POLYLINE;B39;39;F050003;P0009;;700;80;;
B39000879;25.2252;15.81;25.6152;16;POLYLINE;B39;39;F050003;P0009;;620;80;;
B39000880;25.6252;15.81;26.0152;16;POLYLINE;B39;39;F050003;P0009;;660;80;;
B39000881;23.6252;15.81;24.0152;16;POLYLINE;B39;39;F050004;P0009;;460;80;;
B39000882;22.8252;15.81;23.2152;16;POLYLINE;B39;39;F050004;P0009;;380;80;;
B39000883;23.2252;15.81;23.6152;16;POLYLINE;B39;39;F050004;P0009;;420;80;;
B39000884;22.4252;15.81;22.8152;16;POLYLINE;B39;39;F050004;P0009;;340;80;;
B39000885;21.6252;15.81;22.0152;16;POLYLINE;B39;39;F050004;P0009;;260;80;;
B39000886;22.0252;15.81;22.4152;16;POLYLINE;B39;39;F050004;P0009;;300;80;;
B39000887;21.2252;15.81;21.6152;16;POLYLINE;B39;39;F050004;P0009;;220;80;;
B39000888;20.4252;15.81;20.8152;16;POLYLINE;B39;39;F050004;P0009;;140;80;;
B39000889;20.8252;15.81;21.2152;16;POLYLINE;B39;39;F050004;P0009;;180;80;;
B39000890;20.0252;15.81;20.4152;16;POLYLINE;B39;39;F050004;P0009;;100;80;;
B39000891;19.2252;15.81;19.6152;16;POLYLINE;B39;39;F050004;P0009;;20;80;;
B39000892;19.6252;15.81;20.0152;16;POLYLINE;B39;39;F050004;P0009;;60;80;;
B14000062;19.0252;15.81;19.1652;16;POLYLINE;BP;14;F050004;P0009;;0;80;;
B04000069;19.1752;15.81;19.2152;16;POLYLINE;B04;4;F050004;P0009;;15;80;;
B39000893;26.5752;15.61;26.9652;15.8;POLYLINE;B39;39;F040014;P0002;;-3857;60;;
B14000063;26.425;15.61;26.565;15.8;POLYLINE;BP;14;F040014;P0002;;-3872;60;;
B39000894;26.9752;15.61;27.3652;15.8;POLYLINE;B39;39;F040014;P0002;;-3817;60;;
B39000895;33.7752;15.61;34.1652;15.8;POLYLINE;B39;39;F040014;P0002;;-3137;60;;
B39000896;32.9752;15.61;33.3652;15.8;POLYLINE;B39;39;F040014;P0002;;-3217;60;;
B39000897;33.3752;15.61;33.7652;15.8;POLYLINE;B39;39;F040014;P0002;;-3177;60;;
B39000898;32.5752;15.61;32.9652;15.8;POLYLINE;B39;39;F040014;P0002;;-3257;60;;
B39000899;31.7752;15.61;32.1652;15.8;POLYLINE;B39;39;F040014;P0002;;-3337;60;;
B39000900;32.1752;15.61;32.5652;15.8;POLYLINE;B39;39;F040014;P0002;;-3297;60;;
B39000901;31.3752;15.61;31.7652;15.8;POLYLINE;B39;39;F040014;P0002;;-3377;60;;
B39000902;30.5752;15.61;30.9652;15.8;POLYLINE;B39;39;F040014;P0002;;-3457;60;;
B39000903;30.9752;15.61;31.3652;15.8;POLYLINE;B39;39;F040014;P0002;;-3417;60;;
B39000904;30.1752;15.61;30.5652;15.8;POLYLINE;B39;39;F040014;P0002;;-3497;60;;
B39000905;29.3752;15.61;29.7652;15.8;POLYLINE;B39;39;F040014;P0002;;-3577;60;;
B39000906;29.7752;15.61;30.1652;15.8;POLYLINE;B39;39;F040014;P0002;;-3537;60;;
B39000907;28.9752;15.61;29.3652;15.8;POLYLINE;B39;39;F040014;P0002;;-3617;60;;
B39000908;28.1752;15.61;28.5652;15.8;POLYLINE;B39;39;F040014;P0002;;-3697;60;;
B39000909;28.5752;15.61;28.9652;15.8;POLYLINE;B39;39;F040014;P0002;;-3657;60;;
B39000910;27.7752;15.61;28.1652;15.8;POLYLINE;B39;39;F040014;P0002;;-3737;60;;
B39000911;27.3752;15.61;27.7652;15.8;POLYLINE;B39;39;F040014;P0002;;-3777;60;;
B34000043;26.425;15.41;26.765;15.6;POLYLINE;B34;34;F030014;P0002;;-3872;40;;
B34000044;26.425;15.41;26.765;15.6;POLYLINE;B34;34;F030014;P0002;;-3872;40;;
B39000912;26.7752;15.41;27.1652;15.6;POLYLINE;B39;39;F030014;P0002;;-3837;40;;
B39000913;33.5752;15.41;33.9652;15.6;POLYLINE;B39;39;F030014;P0002;;-3157;40;;
B39000914;32.7752;15.41;33.1652;15.6;POLYLINE;B39;39;F030014;P0002;;-3237;40;;
B39000915;33.1752;15.41;33.5652;15.6;POLYLINE;B39;39;F030014;P0002;;-3197;40;;
B39000916;32.3752;15.41;32.7652;15.6;POLYLINE;B39;39;F030014;P0002;;-3277;40;;
B39000917;31.5752;15.41;31.9652;15.6;POLYLINE;B39;39;F030014;P0002;;-3357;40;;
B39000918;31.9752;15.41;32.3652;15.6;POLYLINE;B39;39;F030014;P0002;;-3317;40;;
B39000919;31.1752;15.41;31.5652;15.6;POLYLINE;B39;39;F030014;P0002;;-3397;40;;
B39000920;30.3752;15.41;30.7652;15.6;POLYLINE;B39;39;F030014;P0002;;-3477;40;;
B39000921;30.7752;15.41;31.1652;15.6;POLYLINE;B39;39;F030014;P0002;;-3437;40;;
B39000922;29.9752;15.41;30.3652;15.6;POLYLINE;B39;39;F030014;P0002;;-3517;40;;
B39000923;29.1752;15.41;29.5652;15.6;POLYLINE;B39;39;F030014;P0002;;-3597;40;;
B39000924;29.5752;15.41;29.9652;15.6;POLYLINE;B39;39;F030014;P0002;;-3557;40;;
B39000925;28.7752;15.41;29.1652;15.6;POLYLINE;B39;39;F030014;P0002;;-3637;40;;
B39000926;27.9752;15.41;28.3652;15.6;POLYLINE;B39;39;F030014;P0002;;-3717;40;;
B39000927;28.3752;15.41;28.7652;15.6;POLYLINE;B39;39;F030014;P0002;;-3677;40;;
B39000928;27.5752;15.41;27.9652;15.6;POLYLINE;B39;39;F030014;P0002;;-3757;40;;
B39000929;27.1752;15.41;27.5652;15.6;POLYLINE;B39;39;F030014;P0002;;-3797;40;;
B14000064;34.0252;15.41;34.1652;15.6;POLYLINE;BP;14;F030014;P0002;;-3112;40;;
B04000070;33.9752;15.41;34.0152;15.6;POLYLINE;B04;4;F030014;P0002;;-3117;40;;
B19000067;26.2252;15.61;26.4152;15.8;POLYLINE;B19;19;F040003;P0009;;720;60;;
B39000930;25.8252;15.61;26.2152;15.8;POLYLINE;B39;39;F040003;P0009;;680;60;;
B39000931;25.0252;15.61;25.4152;15.8;POLYLINE;B39;39;F040003;P0009;;600;60;;
B39000932;25.4252;15.61;25.8152;15.8;POLYLINE;B39;39;F040003;P0009;;640;60;;
B39000933;23.8252;15.61;24.2152;15.8;POLYLINE;B39;39;F040004;P0009;;480;60;;
B39000934;23.4252;15.61;23.8152;15.8;POLYLINE;B39;39;F040004;P0009;;440;60;;
B39000935;22.6252;15.61;23.0152;15.8;POLYLINE;B39;39;F040004;P0009;;360;60;;
B39000936;23.0252;15.61;23.4152;15.8;POLYLINE;B39;39;F040004;P0009;;400;60;;
B39000937;22.2252;15.61;22.6152;15.8;POLYLINE;B39;39;F040004;P0009;;320;60;;
B39000938;21.4252;15.61;21.8152;15.8;POLYLINE;B39;39;F040004;P0009;;240;60;;
B39000939;21.8252;15.61;22.2152;15.8;POLYLINE;B39;39;F040004;P0009;;280;60;;
B39000940;21.0252;15.61;21.4152;15.8;POLYLINE;B39;39;F040004;P0009;;200;60;;
B39000941;20.2252;15.61;20.6152;15.8;POLYLINE;B39;39;F040004;P0009;;120;60;;
B39000942;20.6252;15.61;21.0152;15.8;POLYLINE;B39;39;F040004;P0009;;160;60;;
B39000943;19.8252;15.61;20.2152;15.8;POLYLINE;B39;39;F040004;P0009;;80;60;;
B39000944;19.0252;15.61;19.4152;15.8;POLYLINE;B39;39;F040004;P0009;;0;60;;
B39000945;19.4252;15.61;19.8152;15.8;POLYLINE;B39;39;F040004;P0009;;40;60;;
B39000946;26.0252;15.41;26.4152;15.6;POLYLINE;B39;39;F030003;P0009;;700;40;;
B39000947;25.2252;15.41;25.6152;15.6;POLYLINE;B39;39;F030003;P0009;;620;40;;
B39000948;25.6252;15.41;26.0152;15.6;POLYLINE;B39;39;F030003;P0009;;660;40;;
B39000949;23.6252;15.41;24.0152;15.6;POLYLINE;B39;39;F030004;P0009;;460;40;;
B39000950;22.8252;15.41;23.2152;15.6;POLYLINE;B39;39;F030004;P0009;;380;40;;
B39000951;23.2252;15.41;23.6152;15.6;POLYLINE;B39;39;F030004;P0009;;420;40;;
B39000952;22.4252;15.41;22.8152;15.6;POLYLINE;B39;39;F030004;P0009;;340;40;;
B39000953;21.6252;15.41;22.0152;15.6;POLYLINE;B39;39;F030004;P0009;;260;40;;
B39000954;22.0252;15.41;22.4152;15.6;POLYLINE;B39;39;F030004;P0009;;300;40;;
B39000955;21.2252;15.41;21.6152;15.6;POLYLINE;B39;39;F030004;P0009;;220;40;;
B39000956;20.4252;15.41;20.8152;15.6;POLYLINE;B39;39;F030004;P0009;;140;40;;
B39000957;20.8252;15.41;21.2152;15.6;POLYLINE;B39;39;F030004;P0009;;180;40;;
B39000958;20.0252;15.41;20.4152;15.6;POLYLINE;B39;39;F030004;P0009;;100;40;;
B39000959;19.2252;15.41;19.6152;15.6;POLYLINE;B39;39;F030004;P0009;;20;40;;
B39000960;19.6252;15.41;20.0152;15.6;POLYLINE;B39;39;F030004;P0009;;60;40;;
B14000065;19.0252;15.41;19.1652;15.6;POLYLINE;BP;14;F030004;P0009;;0;40;;
B04000071;19.1752;15.41;19.2152;15.6;POLYLINE;B04;4;F030004;P0009;;15;40;;
B39000961;26.5752;15.21;26.9652;15.4;POLYLINE;B39;39;F020016;P0002;;-3857;20;;
B14000066;26.425;15.21;26.565;15.4;POLYLINE;BP;14;F020016;P0002;;-3872;20;;
B39000962;26.9752;15.21;27.3652;15.4;POLYLINE;B39;39;F020016;P0002;;-3817;20;;
B39000963;33.7752;15.21;34.1652;15.4;POLYLINE;B39;39;F020016;P0002;;-3137;20;;
B39000964;32.9752;15.21;33.3652;15.4;POLYLINE;B39;39;F020016;P0002;;-3217;20;;
B39000965;33.3752;15.21;33.7652;15.4;POLYLINE;B39;39;F020016;P0002;;-3177;20;;
B39000966;32.5752;15.21;32.9652;15.4;POLYLINE;B39;39;F020016;P0002;;-3257;20;;
B39000967;31.7752;15.21;32.1652;15.4;POLYLINE;B39;39;F020016;P0002;;-3337;20;;
B39000968;32.1752;15.21;32.5652;15.4;POLYLINE;B39;39;F020016;P0002;;-3297;20;;
B39000969;31.3752;15.21;31.7652;15.4;POLYLINE;B39;39;F020016;P0002;;-3377;20;;
B39000970;30.5752;15.21;30.9652;15.4;POLYLINE;B39;39;F020016;P0002;;-3457;20;;
B39000971;30.9752;15.21;31.3652;15.4;POLYLINE;B39;39;F020016;P0002;;-3417;20;;
B39000972;30.1752;15.21;30.5652;15.4;POLYLINE;B39;39;F020016;P0002;;-3497;20;;
B39000973;29.3752;15.21;29.7652;15.4;POLYLINE;B39;39;F020016;P0002;;-3577;20;;
B39000974;29.7752;15.21;30.1652;15.4;POLYLINE;B39;39;F020016;P0002;;-3537;20;;
B39000975;28.9752;15.21;29.3652;15.4;POLYLINE;B39;39;F020016;P0002;;-3617;20;;
B39000976;28.1752;15.21;28.5652;15.4;POLYLINE;B39;39;F020016;P0002;;-3697;20;;
B39000977;28.5752;15.21;28.9652;15.4;POLYLINE;B39;39;F020016;P0002;;-3657;20;;
B39000978;27.7752;15.21;28.1652;15.4;POLYLINE;B39;39;F020016;P0002;;-3737;20;;
B39000979;27.3752;15.21;27.7652;15.4;POLYLINE;B39;39;F020016;P0002;;-3777;20;;
B34000045;26.425;15.01;26.765;15.2;POLYLINE;B34;34;F010014;P0002;;-3872;0;;
B34000046;26.425;15.01;26.765;15.2;POLYLINE;B34;34;F010014;P0002;;-3872;0;;
B39000980;26.7752;15.01;27.1652;15.2;POLYLINE;B39;39;F010014;P0002;;-3837;0;;
B39000981;33.5752;15.01;33.9652;15.2;POLYLINE;B39;39;F010014;P0002;;-3157;0;;
B39000982;32.7752;15.01;33.1652;15.2;POLYLINE;B39;39;F010014;P0002;;-3237;0;;
B39000983;33.1752;15.01;33.5652;15.2;POLYLINE;B39;39;F010014;P0002;;-3197;0;;
B39000984;32.3752;15.01;32.7652;15.2;POLYLINE;B39;39;F010014;P0002;;-3277;0;;
B39000985;31.5752;15.01;31.9652;15.2;POLYLINE;B39;39;F010014;P0002;;-3357;0;;
B39000986;31.9752;15.01;32.3652;15.2;POLYLINE;B39;39;F010014;P0002;;-3317;0;;
B39000987;31.1752;15.01;31.5652;15.2;POLYLINE;B39;39;F010014;P0002;;-3397;0;;
B39000988;30.3752;15.01;30.7652;15.2;POLYLINE;B39;39;F010014;P0002;;-3477;0;;
B39000989;30.7752;15.01;31.1652;15.2;POLYLINE;B39;39;F010014;P0002;;-3437;0;;
B39000990;29.9752;15.01;30.3652;15.2;POLYLINE;B39;39;F010014;P0002;;-3517;0;;
B39000991;29.1752;15.01;29.5652;15.2;POLYLINE;B39;39;F010014;P0002;;-3597;0;;
B39000992;29.5752;15.01;29.9652;15.2;POLYLINE;B39;39;F010014;P0002;;-3557;0;;
B39000993;28.7752;15.01;29.1652;15.2;POLYLINE;B39;39;F010014;P0002;;-3637;0;;
B39000994;27.9752;15.01;28.3652;15.2;POLYLINE;B39;39;F010014;P0002;;-3717;0;;
B39000995;28.3752;15.01;28.7652;15.2;POLYLINE;B39;39;F010014;P0002;;-3677;0;;
B39000996;27.5752;15.01;27.9652;15.2;POLYLINE;B39;39;F010014;P0002;;-3757;0;;
B39000997;27.1752;15.01;27.5652;15.2;POLYLINE;B39;39;F010014;P0002;;-3797;0;;
B14000067;34.0252;15.01;34.1652;15.2;POLYLINE;BP;14;F010014;P0002;;-3112;0;;
B04000072;33.9752;15.01;34.0152;15.2;POLYLINE;B04;4;F010014;P0002;;-3117;0;;
B19000068;26.2252;15.21;26.4152;15.4;POLYLINE;B19;19;F020003;P0009;;720;20;;
B39000998;25.8252;15.21;26.2152;15.4;POLYLINE;B39;39;F020003;P0009;;680;20;;
B39000999;25.0252;15.21;25.4152;15.4;POLYLINE;B39;39;F020003;P0009;;600;20;;
B39001000;25.4252;15.21;25.8152;15.4;POLYLINE;B39;39;F020003;P0009;;640;20;;
B39001001;23.8252;15.21;24.2152;15.4;POLYLINE;B39;39;F020004;P0009;;480;20;;
B39001002;23.4252;15.21;23.8152;15.4;POLYLINE;B39;39;F020004;P0009;;440;20;;
B39001003;22.6252;15.21;23.0152;15.4;POLYLINE;B39;39;F020004;P0009;;360;20;;
B39001004;23.0252;15.21;23.4152;15.4;POLYLINE;B39;39;F020004;P0009;;400;20;;
B39001005;22.2252;15.21;22.6152;15.4;POLYLINE;B39;39;F020004;P0009;;320;20;;
B39001006;21.4252;15.21;21.8152;15.4;POLYLINE;B39;39;F020004;P0009;;240;20;;
B39001007;21.8252;15.21;22.2152;15.4;POLYLINE;B39;39;F020004;P0009;;280;20;;
B39001008;21.0252;15.21;21.4152;15.4;POLYLINE;B39;39;F020004;P0009;;200;20;;
B39001009;20.2252;15.21;20.6152;15.4;POLYLINE;B39;39;F020004;P0009;;120;20;;
B39001010;20.6252;15.21;21.0152;15.4;POLYLINE;B39;39;F020004;P0009;;160;20;;
B39001011;19.8252;15.21;20.2152;15.4;POLYLINE;B39;39;F020004;P0009;;80;20;;
B39001012;19.0252;15.21;19.4152;15.4;POLYLINE;B39;39;F020004;P0009;;0;20;;
B39001013;19.4252;15.21;19.8152;15.4;POLYLINE;B39;39;F020004;P0009;;40;20;;
B39001014;26.0252;15.01;26.4152;15.2;POLYLINE;B39;39;F010003;P0009;;700;0;;
B39001015;25.2252;15.01;25.6152;15.2;POLYLINE;B39;39;F010003;P0009;;620;0;;
B39001016;25.6252;15.01;26.0152;15.2;POLYLINE;B39;39;F010003;P0009;;660;0;;
B39001017;23.6252;15.01;24.0152;15.2;POLYLINE;B39;39;F010004;P0009;;460;0;;
B39001018;22.8252;15.01;23.2152;15.2;POLYLINE;B39;39;F010004;P0009;;380;0;;
B39001019;23.2252;15.01;23.6152;15.2;POLYLINE;B39;39;F010004;P0009;;420;0;;
B39001020;22.4252;15.01;22.8152;15.2;POLYLINE;B39;39;F010004;P0009;;340;0;;
B39001021;21.6252;15.01;22.0152;15.2;POLYLINE;B39;39;F010004;P0009;;260;0;;
B39001022;22.0252;15.01;22.4152;15.2;POLYLINE;B39;39;F010004;P0009;;300;0;;
B39001023;21.2252;15.01;21.6152;15.2;POLYLINE;B39;39;F010004;P0009;;220;0;;
B39001024;20.4252;15.01;20.8152;15.2;POLYLINE;B39;39;F010004;P0009;;140;0;;
B39001025;20.8252;15.01;21.2152;15.2;POLYLINE;B39;39;F010004;P0009;;180;0;;
B39001026;20.0252;15.01;20.4152;15.2;POLYLINE;B39;39;F010004;P0009;;100;0;;
B39001027;19.2252;15.01;19.6152;15.2;POLYLINE;B39;39;F010004;P0009;;20;0;;
B39001028;19.6252;15.01;20.0152;15.2;POLYLINE;B39;39;F010004;P0009;;60;0;;
B14000068;19.0252;15.01;19.1652;15.2;POLYLINE;BP;14;F010004;P0009;;0;0;;
B04000073;19.1752;15.01;19.2152;15.2;POLYLINE;B04;4;F010004;P0009;;15;0;;
B39001029;13.2853;17.61;13.6753;17.8;POLYLINE;B39C;39;F140001;P0010;;235;260;;
B39001030;13.2853;17.21;13.6753;17.4;POLYLINE;B39C;39;F120001;P0010;;235;220;;
B19000069;13.4853;16.81;13.6753;17;POLYLINE;B19;19;F100002;P0010;;255;180;;
B19000070;13.4853;16.41;13.6753;16.6;POLYLINE;B19;19;F080002;P0010;;255;140;;
B19000071;13.4853;16.01;13.6753;16.2;POLYLINE;B19;19;F060002;P0010;;255;100;;
B19000072;13.4853;15.61;13.6753;15.8;POLYLINE;B19;19;F040001;P0010;;255;60;;
B19000073;13.4853;15.21;13.6753;15.4;POLYLINE;B19;19;F020001;P0010;;255;20;;
B19000074;11.0853;17.61;11.2753;17.8;POLYLINE;B19C;19;F140001;P0010;;15;260;;
B19000075;11.0853;17.21;11.2753;17.4;POLYLINE;B19C;19;F120001;P0010;;15;220;;
B19000076;11.0853;16.81;11.2753;17;POLYLINE;B19;19;F100003;P0010;;15;180;;
B19000077;11.0853;16.41;11.2753;16.6;POLYLINE;B19;19;F080003;P0010;;15;140;;
B19000078;11.0853;16.01;11.2753;16.2;POLYLINE;B19;19;F060003;P0010;;15;100;;
B19000079;11.0853;15.61;11.2753;15.8;POLYLINE;B19;19;F040002;P0010;;15;60;;
B19000080;11.0853;15.21;11.2753;15.4;POLYLINE;B19;19;F020002;P0010;;15;20;;
B39001031;12.8853;17.61;13.2753;17.8;POLYLINE;B39C;39;F140001;P0010;;195;260;;
B39001032;13.0853;17.41;13.4753;17.6;POLYLINE;B39;39;F130001;P0010;;215;240;;
B39001033;12.8853;17.21;13.2753;17.4;POLYLINE;B39C;39;F120001;P0010;;195;220;;
B39001034;12.4853;17.61;12.8753;17.8;POLYLINE;B39C;39;F140001;P0010;;155;260;;
B39001035;12.6853;17.41;13.0753;17.6;POLYLINE;B39;39;F130001;P0010;;175;240;;
B39001036;12.4853;17.21;12.8753;17.4;POLYLINE;B39C;39;F120001;P0010;;155;220;;
B39001037;12.0853;17.61;12.4753;17.8;POLYLINE;B39C;39;F140001;P0010;;115;260;;
B39001038;12.2853;17.41;12.6753;17.6;POLYLINE;B39;39;F130001;P0010;;135;240;;
B39001039;12.0853;17.21;12.4753;17.4;POLYLINE;B39C;39;F120001;P0010;;115;220;;
B39001040;11.6853;17.61;12.0753;17.8;POLYLINE;B39C;39;F140001;P0010;;75;260;;
B39001041;11.8853;17.41;12.2753;17.6;POLYLINE;B39;39;F130001;P0010;;95;240;;
B39001042;11.6853;17.21;12.0753;17.4;POLYLINE;B39C;39;F120001;P0010;;75;220;;
B39001043;11.2853;17.61;11.6753;17.8;POLYLINE;B39C;39;F140001;P0010;;35;260;;
B39001044;11.4853;17.41;11.8753;17.6;POLYLINE;B39;39;F130001;P0010;;55;240;;
B39001045;11.2853;17.21;11.6753;17.4;POLYLINE;B39C;39;F120001;P0010;;35;220;;
B39001046;11.0853;17.41;11.4753;17.6;POLYLINE;B39;39;F130001;P0010;;15;240;;
B39001047;11.0853;17.01;11.4753;17.2;POLYLINE;B39;39;F110003;P0010;;15;200;;
B39001048;11.4853;17.01;11.8753;17.2;POLYLINE;B39;39;F110003;P0010;;55;200;;
B39001049;11.2853;16.81;11.6753;17;POLYLINE;B39;39;F100003;P0010;;35;180;;
B19000081;11.6853;16.81;11.8753;17;POLYLINE;B19;19;F100003;P0010;;75;180;;
B39001050;11.0853;16.61;11.4753;16.8;POLYLINE;B39;39;F090003;P0010;;15;160;;
B39001051;11.4853;16.61;11.8753;16.8;POLYLINE;B39;39;F090003;P0010;;55;160;;
B39001052;11.2853;16.41;11.6753;16.6;POLYLINE;B39;39;F080003;P0010;;35;140;;
B19000082;11.6853;16.41;11.8753;16.6;POLYLINE;B19;19;F080003;P0010;;75;140;;
B39001053;11.0853;16.21;11.4753;16.4;POLYLINE;B39;39;F070003;P0010;;15;120;;
B39001054;11.4853;16.21;11.8753;16.4;POLYLINE;B39;39;F070003;P0010;;55;120;;
B39001055;11.2853;16.01;11.6753;16.2;POLYLINE;B39;39;F060003;P0010;;35;100;;
B19000083;11.6853;16.01;11.8753;16.2;POLYLINE;B19;19;F060003;P0010;;75;100;;
B39001056;11.0853;15.81;11.4753;16;POLYLINE;B39;39;F050002;P0010;;15;80;;
B39001057;11.4853;15.81;11.8753;16;POLYLINE;B39;39;F050002;P0010;;55;80;;
B39001058;11.2853;15.61;11.6753;15.8;POLYLINE;B39;39;F040002;P0010;;35;60;;
B19000084;11.6853;15.61;11.8753;15.8;POLYLINE;B19;19;F040002;P0010;;75;60;;
B39001059;11.0853;15.41;11.4753;15.6;POLYLINE;B39;39;F030002;P0010;;15;40;;
B39001060;11.4853;15.41;11.8753;15.6;POLYLINE;B39;39;F030002;P0010;;55;40;;
B39001061;11.2853;15.21;11.6753;15.4;POLYLINE;B39;39;F020002;P0010;;35;20;;
B19000085;11.6853;15.21;11.8753;15.4;POLYLINE;B19;19;F020002;P0010;;75;20;;
B39001062;11.0853;15.01;11.4753;15.2;POLYLINE;B39;39;F010002;P0010;;15;0;;
B39001063;11.4853;15.01;11.8753;15.2;POLYLINE;B39;39;F010002;P0010;;55;0;;
B19000086;14.4853;16.81;14.6753;17;POLYLINE;B19;19;F100002;P0010;;355;180;;
B19000087;14.4853;16.41;14.6753;16.6;POLYLINE;B19;19;F080002;P0010;;355;140;;
B19000088;14.4853;16.01;14.6753;16.2;POLYLINE;B19;19;F060002;P0010;;355;100;;
B19000089;15.8853;16.81;16.0753;17;POLYLINE;B19;19;F100001;P0010;;495;180;;
B19000090;15.8853;16.41;16.0753;16.6;POLYLINE;B19;19;F080001;P0010;;495;140;;
B19000091;15.8853;16.01;16.0753;16.2;POLYLINE;B19;19;F060001;P0010;;495;100;;
B04000074;16.4853;17.61;16.5253;17.8;POLYLINE;B04;4;F140001;P0010;;555;260;;
B39001064;13.6853;17.61;14.0753;17.8;POLYLINE;B39C;39;F140001;P0010;;275;260;;
B39001065;14.0853;17.61;14.4753;17.8;POLYLINE;B39C;39;F140001;P0010;;315;260;;
B39001066;14.4853;17.61;14.8753;17.8;POLYLINE;B39C;39;F140001;P0010;;355;260;;
B39001067;14.8853;17.61;15.2753;17.8;POLYLINE;B39C;39;F140001;P0010;;395;260;;
B39001068;15.2853;17.61;15.6753;17.8;POLYLINE;B39C;39;F140001;P0010;;435;260;;
B39001069;15.6853;17.61;16.0753;17.8;POLYLINE;B39C;39;F140001;P0010;;475;260;;
B39001070;16.0853;17.61;16.4753;17.8;POLYLINE;B39C;39;F140001;P0010;;515;260;;
B39001071;13.4853;17.41;13.8753;17.6;POLYLINE;B39;39;F130001;P0010;;255;240;;
B39001072;13.8853;17.41;14.2753;17.6;POLYLINE;B39;39;F130001;P0010;;295;240;;
B39001073;14.2853;17.41;14.6753;17.6;POLYLINE;B39;39;F130001;P0010;;335;240;;
B39001074;14.6853;17.41;15.0753;17.6;POLYLINE;B39;39;F130001;P0010;;375;240;;
B39001075;15.0853;17.41;15.4753;17.6;POLYLINE;B39;39;F130001;P0010;;415;240;;
B39001076;15.4853;17.41;15.8753;17.6;POLYLINE;B39;39;F130001;P0010;;455;240;;
B39001077;15.8853;17.41;16.2753;17.6;POLYLINE;B39;39;F130001;P0010;;495;240;;
B39001078;16.2853;17.41;16.6753;17.6;POLYLINE;B39;39;F130001;P0010;;535;240;;
B04000075;16.4853;17.21;16.5253;17.4;POLYLINE;B04;4;F120001;P0010;;555;220;;
B39001079;13.6853;17.21;14.0753;17.4;POLYLINE;B39C;39;F120001;P0010;;275;220;;
B39001080;14.0853;17.21;14.4753;17.4;POLYLINE;B39C;39;F120001;P0010;;315;220;;
B39001081;14.4853;17.21;14.8753;17.4;POLYLINE;B39C;39;F120001;P0010;;355;220;;
B39001082;14.8853;17.21;15.2753;17.4;POLYLINE;B39C;39;F120001;P0010;;395;220;;
